Item Name,MRP,Purchase Rate,Quantity,Expiry Date,Batch Number,Discount %,Discount Value,GST %,GST Value,Amount,Billing Date
ANDOL 1.5MG TAB,18.48,13.2,1,10-01-2024,OM-7484,4,0.53,12,12.67,14.19,01-Feb-22
OMEZ- DSR CAP 15 S,177.5,126.78,10,10-07-2023,E2102786,4,50.71,12,1217.09,1363.15,01-Feb-22
AUGMENTIN-1000mg DUO TAB 10 S,546.8,390.57,1,10-03-2023,MB230,4,15.62,12,374.95,419.95,01-Feb-22
EUMOSONE CREAM 15GM,91.75,65.54,1,11-02-2022,EL261,4,2.62,12,62.92,70.48,01-Feb-22
RENICOL EYE OINT. 5GM,20.48,15.36,1,10-09-2023,RE11,4,0.61,12,14.75,16.53,01-Feb-22
RABLET-D CAP 10 SF,183,130.71,4.5,10-04-2023,RD211121,4,23.53,12,564.67,632.43,01-Feb-22
ATORMAC TG TAB 10 SA,201,143.57,2,10-06-2024,KAO21006A,4,11.49,12,275.65,308.73,01-Feb-22
TELMED ACT 40 TAB,158.5,113.22,1,10-06-2023,TTAB23,4,4.53,12,108.69,121.73,01-Feb-22
MILFLODEX DROP 5ML,162,115.71,1,10-09-2023,FHY0812,4,4.63,12,111.08,124.4,01-Feb-22
FAMOCID 40MG TAB 14 S,8.75,6.25,60,01-10-2024,GKC1754A,4,15,12,360,403.2,01-Feb-22
SIBELIUM 10MG TAB 30 S,158.9,122.31,1,10-06-2024,N464,2,2.45,12,119.86,134.24,01-Feb-22
IMODIUM CAP 4 S,15.8,12.16,1,10-05-2024,N357,2,0.24,12,11.92,13.36,01-Feb-22
LULIFIN CREAM 20GM,299,213.57,1,10-04-2023,SXC0909A,2,4.27,12,209.3,234.42,01-Feb-22
STORVAS-20 TAB,223.7,159.79,3,10-02-2024,SIC2522A,2,9.59,12,469.78,526.16,01-Feb-22
PROLOMET-AM 50 TAB 10 SF,125,89.29,3,10-09-2023,SIC2668A,2,5.36,12,262.51,294.01,01-Feb-22
PANTOCID- DSR CAP 15 S,210,150,5,10-08-2023,SIC2352A,2,15,12,735,823.2,01-Feb-22
TRIOLMEZEST-40 TAB 10 S,226,161.43,2,10-07-2023,GTC1524A,2,6.46,12,316.4,354.36,01-Feb-22
NEXITO 10 TAB 10 SBY,90.94,64.96,1,10-06-2024,SIC1937A,2,1.3,12,63.66,71.3,01-Feb-22
AQUAZIDE 12.5MG 10 S,10.97,7.84,3,10-06-2023,GTC13443A,2,0.47,12,23.05,25.81,01-Feb-22
SUSTEN 200 CAP 10 S,315,225,1,10-06-2023,GTC1210A,2,4.5,12,220.5,246.96,01-Feb-22
SYNDOPA CR TAB 10 S,46.08,32.91,6,10-06-2023,GKC1098A,2,3.95,12,193.51,216.73,01-Feb-22
NEXITO-PLUS TAB 10 S,103,73.57,5,10-07-2023,SIC2354A,2,7.36,12,360.49,403.75,01-Feb-22
BETACAP-TR 40mg CAP 10 S,42.66,30.47,1,10-04-2023,SIC1869A,2,0.61,12,29.86,33.44,01-Feb-22
AZTOR-10 TAB 15 S,92.34,65.96,3,10-07-2024,SIC2147A,2,3.96,12,193.92,217.2,01-Feb-22
SOMPRAZ L CAP 10 SBOX,254,181.43,1,11-02-2023,SIC2435A,2,3.63,12,177.8,199.14,01-Feb-22
NEXITO-FORTE TAB 10 SF,153,109.29,2,01-10-2023,GTC2123A,2,4.37,12,214.21,239.91,01-Feb-22
GEMER V2 TAB,151,107.86,2,10-09-2024,ZFY0022,2,4.31,12,211.41,236.77,01-Feb-22
FERIUM XT TAB 10 SBOX,156.9,112.07,3,10-07-2023,E16DG21020,2,6.72,12,329.49,369.03,01-Feb-22
MUCINAC-600 TAB 10 SF,266.8,190.57,3,10-08-2023,SB11130,2,11.43,12,560.28,627.52,01-Feb-22
NICOTEX 4MG CHEW 10 S,105,71.19,1,01-10-2023,M910661,2,1.42,18,69.77,82.33,01-Feb-22
SARTEL - LN,123,87.86,1,10-07-2023,N2102284,2,1.76,12,86.1,96.44,01-Feb-22
AQUALUBE EYE DROP,140.19,100.14,1,10-09-2023,IS0011J,2,2,12,98.14,109.92,01-Feb-22
ALDO-AT 50 TAB 10 S,43.85,31.32,3,10-03-2024,16A21T01,2,1.88,12,92.08,103.12,01-Feb-22
LUBREX-DS EYE DROPS 10ML,198.8,142,1,11-02-2023,LDAS0083,2,2.84,12,139.16,155.86,01-Feb-22
MOXOVAS 0.3MG 10S,106,75.71,2,10-06-2023,KMH21013A,2,3.03,12,148.39,166.19,01-Feb-22
ATORMAC CV 10 TAB 10 SF,184.8,132,2,10-07-2023,20S2GCA81,2,5.28,12,258.72,289.76,01-Feb-22
LULIMAC XL LOTION 30ML,328,234.29,1,10-08-2023,KLI21010A,2,4.69,12,229.6,257.16,01-Feb-22
LULIMAC CREAM 20GM,280,200,1,10-08-2023,KLI21009B,2,4,12,196,219.52,01-Feb-22
KZ LOTION 50ML,284,202.86,1,10-07-2023,GC097,2,4.06,12,198.8,222.66,01-Feb-22
DK GEL 30GM,174,124.29,1,10-09-2023,H403,2,2.49,12,121.8,136.42,01-Feb-22
ALL 9-D CAP 10 SBB,222,158.57,1,10-07-2023,PABCB78,2,3.17,12,155.4,174.04,01-Feb-22
TENGLYN M 500MG,191.6,136.86,2,10-09-2023,1104677,2,5.47,12,268.25,300.45,01-Feb-22
KZ CREAM 30 GM,229,163.57,1,10-09-2023,HH156,2,3.27,12,160.3,179.54,01-Feb-22
PAN-40MG TAB 15 S,149,106.43,20,10-04-2024,21443431,2,42.57,12,2086.03,2336.35,01-Feb-22
MET XL 25 TAB,90.49,64.64,1,10-09-2024,GT0191J,2,1.29,12,63.35,70.95,01-Feb-22
ZESTOVIT CAP 10 S,99,70.71,1,11-02-2022,0020121D,2,1.41,12,69.3,77.62,01-Feb-22
ABSOLUTE WOMEN CAP 10 SBOX,195,139.29,1,10-08-2023,ABWP21021,2,2.79,12,136.5,152.88,01-Feb-22
CORECTIA TAB,255,172.88,1,10-08-2023,CRCY21018,2,3.46,18,169.42,199.92,01-Feb-22
FEMILON TAB 21 S,274,219.2,1,10-01-2024,U012813,2,4.38,0,214.82,214.82,01-Feb-22
CILATE-K2 TAB 10 SA,205,146.43,3,10-02-2023,LTA18456,2,8.79,12,430.5,482.16,01-Feb-22
GLYCIPHAGE PG2 TAB,181.3,129.5,4,10-07-2023,IA21015,2,10.36,12,507.64,568.56,01-Feb-22
UNIENZYME TAB 15 S,64.25,45.89,5,10-09-2022,9GE9H108,2,4.59,12,224.86,251.84,01-Feb-22
ALVIROZ-CV CAP,129,92.14,1,11-01-2022,SC20-396,2,1.84,12,90.3,101.14,01-Feb-22
KLM FX 120 TAB,122,87.14,1,10-04-2023,CJ002,2,1.74,12,85.4,95.64,01-Feb-22
TRIVOSE 1 0.3 TAB,210,150,1,10-07-2023,ST21-1525,2,3,12,147,164.64,01-Feb-22
TRIVOSE 1 0.3 TAB,210,150,1,10-08-2022,ST20-1708,2,3,12,147,164.64,01-Feb-22
CHYMORAL FORTE DS TAB 10 S,402.05,287.18,2,10-07-2023,WBB1B014,2,11.49,12,562.87,630.41,01-Feb-22
BIFILAC SACHETS 3 S,14.98,10.7,15,10-07-2023,LLAP127,4,6.42,12,154.08,172.56,01-Feb-22
CALAPTIN SR 120 TAB,69.86,49.9,2,10-07-2023,CSA21009,4,3.99,12,95.81,107.31,01-Feb-22
CLAMIST TAB 10 S,98.4,70.29,1,11-02-2022,VC120706,4,2.81,12,67.48,75.58,01-Feb-22
DECOLIC SYP 50ML,60.5,43.22,1,10-06-2023,KDS324,4,1.73,12,41.49,46.47,01-Feb-22
ECOSPRIN 150MG TAB 14 S,8.79,6.77,3,10-03-2023,4008049,4,0.81,12,19.5,21.84,01-Feb-22
GLYCIPHAGE 850MG TAB 10 S,27.8,19.86,3,10-06-2024,21021,4,2.38,12,57.2,64.06,01-Feb-22
KETOROL DT TAB,133.5,95.36,1,10-08-2024,E2103029,4,3.81,12,91.55,102.53,01-Feb-22
MOXICIP EYE DROP 5ML,190.33,135.96,1,10-08-2023,C810545,4,5.44,12,130.52,146.18,01-Feb-22
NASIVION (BABY)DROPS 10ML,68.8,49.14,1,01-10-2024,1325C84501,4,1.97,12,47.17,52.83,01-Feb-22
OLMEDOX 40 TAB,109.33,78.1,2,10-08-2023,XFT104,4,6.25,12,149.95,167.95,01-Feb-22
STARPRESS-H 50 XL 10TAB,117.65,84.04,3,10-04-2023,M210684,4,10.08,12,242.04,271.08,01-Feb-22
SUCRAL O SYR. 200 ML,243,173.57,2,10-05-2024,SD1951221,4,13.89,12,333.25,373.25,01-Feb-22
TYZA M CREAM 10GM,95.61,68.29,1,01-10-2023,UB407,4,2.73,12,65.56,73.42,01-Feb-22
OLMEZEST AZ 20 TAB,145,103.57,3,10-05-2023,RFY0050,2,6.21,12,304.5,341.04,01-Feb-22
XOTEN-10 TAB,130,92.86,2,10-08-2023,AL2109023,2,3.71,12,182.01,203.85,01-Feb-22
MOIZ CLEANSIN LOTION 200ML,269,192.14,1,01-10-2023,2100941,2,3.84,12,188.3,210.9,01-Feb-22
ATORVA 20 TAB,223.7,159.79,1,10-09-2023,1104734,5,7.99,12,151.8,170.02,01-Feb-22
DROTIN DS TAB 15 S,185.5,132.5,5,10-02-2023,TDSR-1231,5,33.13,12,629.37,704.89,01-Feb-22
GTN SORBITRATE-CR 2.6 30 S,228.64,163.31,1,10-08-2023,TRG0052,5,8.17,12,155.14,173.76,01-Feb-22
ISTAVEL 50 TAB 7 S,289,206.43,2,10-07-2023,IVA21003,5,20.64,12,392.22,439.28,01-Feb-22
LEVOLIN FREE INHALER 200MD,212.28,151.63,1,10-02-2023,SN12199,5,7.58,12,144.05,161.33,01-Feb-22
ROZAVEL 10MG 10 SA,177,126.43,1,10-01-2024,SIC2295A,5,6.32,12,120.11,134.53,01-Feb-22
TRAJENTA 5 TAB 10 SA,515,386.25,3,10-09-2023,AB2814A,5,57.94,12,1100.81,1232.91,01-Feb-22
URSOCOL SR 450 CAP,595.5,453.71,1,11-01-2023,SIC1618A,5,22.69,5,431.02,452.58,01-Feb-22
ZERODOL-MR TAB 10 SA,98.5,70.35,1,10-09-2024,GGG041006BH,5,3.52,12,66.83,74.85,01-Feb-22
TIGOTRET CREAM 10GM,225,160.71,1,01-10-2022,O21XW001,3,4.82,12,155.89,174.59,01-Feb-22
MOSI D EYE DROP 5ML,27.2,19.43,1,11-01-2022,341F005,3,0.58,12,18.85,21.11,01-Feb-22
TEBINA -500 TAB 7 S,182,130,1,10-08-2023,INP218102,3,3.9,12,126.1,141.24,01-Feb-22
LULIMAC CREAM 20GM,280,200,1,10-05-2023,KLI21007B,3,6,12,194,217.28,01-Feb-22
ZITBLOW-20 CAP,264.99,189.28,1,10-02-2023,A1IYU001,3,5.68,12,183.6,205.64,01-Feb-22
CHOLIV DROP 15ML,53.35,38.1,1,10-04-2023,CDL119,3,1.14,12,36.96,41.4,01-Feb-22
FLUVOXIN-100 TAB 10 SF,270,192.86,1,10-05-2023,GTC1143A,3,5.79,12,187.07,209.51,01-Feb-22
CIBOZ -200 TAB,184.65,131.89,1,10-04-2024,U101011,3,3.96,12,127.93,143.29,01-Feb-22
LULIMAC XL CREAM 30GM,328,234.29,1,11-02-2022,KLI21001A,3,7.03,12,227.26,254.54,01-Feb-22
BILASURE-M TAB,172,122.86,1,11-02-2023,PDZ00001,4,4.91,12,117.95,132.11,01-Feb-22
ARTHOQULE TAB,999,713.57,2,10-09-2023,57020001,4,57.09,12,1370.05,1534.45,01-Feb-22
TELDAWN AM TAB 10 S,85,60.71,1,10-07-2023,TF21103,4,2.43,12,58.28,65.28,01-Feb-22
BULARID L 40 TAB,175,124.99,1,10-03-2023,21S1GTB44G,4,5,12,119.99,134.39,01-Feb-22
METROGYL IV INJ 100ML,22.4,17.57,2,10-03-2024,IIW21006,4,1.41,12,33.73,37.77,01-Feb-22
NOVORET NEO CAP,675.14,457.72,1,10-07-2023,NNG21003,4,18.31,18,439.41,518.51,01-Feb-22
OLZOX H 40 TAB,192.5,137.51,3,10-06-2023,21S2GTC130,4,16.5,12,396.03,443.55,01-Feb-22
4-QUIT EYE OINT. 5GM,114.5,81.79,1,11-01-2023,H281,4,3.27,12,78.52,87.94,01-Feb-22
MELOSET-3 TAB,49,35,1,10-07-2023,MPH213616,4,1.4,12,33.6,37.64,01-Feb-22
HALOVATE OINT 30GM,250,178.57,1,10-06-2024,11210943,4,7.14,12,171.43,192.01,01-Feb-22
MONLEVO TAB 10 SFBOX,155.94,111.3,1,10-06-2023,TH21027,4,4.45,12,106.85,119.67,01-Feb-22
DYTOR-10MG TAB 15 SB,77.19,55.14,3,10-08-2024,SN1733,0,0,12,165.42,185.28,02-Feb-22
NUTRI BEAL-S POW 100GM,135,96.43,1,01-10-2023,2111936,0,0,12,96.43,108.01,02-Feb-22
ZEST D3 NANO SHOT 5ML,65,46.43,4.5,11-01-2022,ZST21005,0,0,12,208.94,234.02,02-Feb-22
NEXOVAS-5 TAB,97.35,69.54,2,10-05-2023,IN821003A,0,0,12,139.08,155.76,02-Feb-22
COVANCE-AT TAB 10 SBB,143,102.14,3,10-05-2023,SIC1144A,0,0,12,306.42,343.2,02-Feb-22
TONACT TG TAB 15 SF,399,285,1,10-09-2023,U102068,0,0,12,285,319.2,02-Feb-22
ESOZ-40MG TAB 15 SA,184,131.41,2,10-08-2023,EZ2RC126,0,0,12,262.82,294.36,02-Feb-22
URIMAX-F CAP,407.16,290.84,1,11-02-2022,GH00875,0,0,12,290.84,325.74,02-Feb-22
STORVAS CV 20MG TAB 10 S,246,175.11,3,01-10-2023,RFY0047,0,0,12,525.33,588.37,02-Feb-22
ZOLE- F LOTION 15ML,57,40.71,1,10-08-2024,PSY0122,0,0,12,40.71,45.59,02-Feb-22
VOLINI SPRAY 60GM,208,148.57,1,10-07-2023,XOY150,0,0,12,148.57,166.39,02-Feb-22
ROSUMAC-10 TAB,206.85,147.75,1,10-01-2024,TRL21002A,0,0,12,147.75,165.49,02-Feb-22
CEPODEM-DS-100mg SYP 30ML,174,124.29,1,10-03-2023,NBY0093,0,0,12,124.29,139.21,02-Feb-22
ZIMIG-250 TAB 7 S BOX,309.6,221.14,2,10-02-2023,EN396,2,8.85,12,433.43,485.45,02-Feb-22
VOGLI 0.3 TAB 10 SA,150,107.14,1,10-05-2023,E10825,2,2.14,12,105,117.6,02-Feb-22
NITROCONTIN 2.6MG 25 S,257,183.57,1,10-04-2023,E0132,2,3.67,12,179.9,201.48,02-Feb-22
O2 DERM CREAM 15GM,64,45.71,5,10-03-2023,E10491,2,4.57,12,223.98,250.86,02-Feb-22
COREX-DX SYP 100ML,120.38,85.98,1,11-01-2023,21131308,2,1.72,12,84.26,94.38,02-Feb-22
DEPLATT A 75 TAB,80.85,57.75,1,10-09-2022,2X83H035,2,1.16,12,56.59,63.39,02-Feb-22
DEPLATT-75mg TAB 15 S BOX,86.95,62.11,2,10-03-2023,2Y32H017,2,2.48,12,121.74,136.34,02-Feb-22
FEBUGET 40 TAB,178.5,127.5,1,10-03-2024,SIC2765A,2,2.55,12,124.95,139.95,02-Feb-22
MAXGALIN NT TAB,210,150,1,01-10-2023,GTC2246A,2,3,12,147,164.64,02-Feb-22
METLIN M 75 TAB,247.13,176.52,2,10-07-2023,AL210801175,2,7.06,12,345.98,387.5,02-Feb-22
O-ANXIT 0.5 TAB 15 S,57,40.71,2,10-05-2023,188421004,2,1.63,12,79.79,89.37,02-Feb-22
PENTIDS 400 TAB,18.15,12.96,5,10-02-2023,MRG0510,2,1.3,12,63.5,71.12,02-Feb-22
PREDMET-16mg TAB 10 S,100.07,71.48,2,10-06-2024,SIC1946A,2,2.86,12,140.1,156.92,02-Feb-22
RAMISTAR 1.25MG TAB 15 S,92.7,66.21,1,10-07-2023,U101887,2,1.32,12,64.89,72.67,02-Feb-22
SERVIL BABY LS DROP,59.23,42.31,1,11-01-2022,SBV210802,2,0.85,12,41.46,46.44,02-Feb-22
SIBELIUM 10MG TAB 30 S,158.9,122.31,1,10-06-2024,N464,4,4.89,12,117.42,131.52,02-Feb-22
ZITAMET PLUS 20/500 TAB 15 S,263,187.86,1,10-09-2023,521196,4,7.51,12,180.35,201.99,02-Feb-22
REXIDIN M FORTE GEL 15GM,69,49.29,1,10-09-2023,RDD3JC29,4,1.97,12,47.32,53,02-Feb-22
TENLIMAC 20 TAB 10 S,75.5,53.93,2,10-08-2023,KIM21003A,4,4.31,12,103.55,115.97,02-Feb-22
LIVOGEN Z TAB 15 S,72.23,51.6,2,11-02-2022,1209C84209,4,4.13,12,99.07,110.95,02-Feb-22
LEZYNCET 5MG TAB 10 SBW,77.65,55.46,5,01-10-2022,2FY65005,4,11.09,12,266.21,298.15,02-Feb-22
CARDACE 2.5 TAB 15 S,83.78,59.84,2,10-09-2024,1NG026,2,2.39,12,117.29,131.37,02-Feb-22
FEBUGET 40 TAB,178.5,127.5,2,10-02-2024,SIC2320A,2,5.1,12,249.9,279.88,02-Feb-22
RANOZEX TAB 10 SBO,153,109.29,5,10-07-2023,SIC2252A,2,10.93,12,535.52,599.78,02-Feb-22
LONAZEP MD 0.5mg 10 SF,34.82,24.87,2,10-07-2023,SIC2356A,2,0.99,12,48.75,54.61,02-Feb-22
ROZAVEL 10MG 10 SA,177,126.43,1,10-01-2024,SIC2295A,2,2.53,12,123.9,138.76,02-Feb-22
OLMESAR A TAB 15 S,233.2,166.57,2,10-08-2023,TOK21005A,2,6.66,12,326.48,365.66,02-Feb-22
PROVIDAC CAP 14,361.75,258.39,1,10-06-2023,1104517,2,5.17,12,253.22,283.6,02-Feb-22
MET XL 25 TAB,90.49,64.64,2,10-09-2024,GT0201J,2,2.59,12,126.69,141.89,02-Feb-22
EASIFUD PLUS 500GM,390,297.46,1,10-05-2023,T21065,2,5.95,18,291.51,343.99,02-Feb-22
CARVIDON MR TAB,155,110.71,5,10-01-2024,CABS0091,2,11.07,12,542.48,607.58,02-Feb-22
CARVIDON MR TAB,155,110.71,1,10-03-2024,CABS0094,2,2.21,12,108.5,121.52,02-Feb-22
TENLIMAC 20 TAB 10 S,75.5,53.93,3,10-08-2023,KTM21003A,2,3.24,12,158.55,177.57,02-Feb-22
TENELIVIO MF 500 TAB 10 S,115.5,82.5,2,10-07-2023,ST21-1829,2,3.3,12,161.7,181.1,02-Feb-22
TIDE PLUS 10 TAB 10 S,37.75,26.96,2,10-05-2023,TPF-780,2,1.08,12,52.84,59.18,02-Feb-22
DEPLATT CV 20 CAP 10 S,105.7,75.5,1,10-04-2023,TOR21C032,2,1.51,12,73.99,82.87,02-Feb-22
DILZEM SR TAB,156.95,112.11,4,10-05-2024,2T15H007,2,8.97,12,439.47,492.21,02-Feb-22
CARDACE 1.25MG TAB,88.03,62.88,1,10-09-2024,1NG007,2,1.26,12,61.62,69.02,02-Feb-22
GALVUSMET 50/1000 TAB,348,248.57,2,10-07-2022,419MLCA1,2,9.94,12,487.2,545.66,02-Feb-22
ZUVOG 0.3 TAB,137.05,97.9,2,11-01-2022,ZPG6AD0003,2,3.92,12,191.88,214.9,02-Feb-22
BIO-D3 PLUS CAP 15 SBW,249,177.86,1,01-10-2024,KBC21049A,2,3.56,12,174.3,195.22,02-Feb-22
KRIMSON-35 21 S,393,280.71,1,10-09-2024,GKC1506A,2,5.61,12,275.1,308.12,02-Feb-22
ENCORATE CHRONO 500 10 S,109.42,78.16,3,10-09-2023,GTC1517A,2,4.69,12,229.79,257.37,02-Feb-22
MONTEK LC TAB 10 SA,197,140.71,10,10-03-2024,SIC2878A,2,28.14,12,1378.96,1544.44,02-Feb-22
PAUSE 500mg TAB 10 SA,182.78,139.26,2,01-10-2025,ELF4AB1004,2,5.57,5,272.95,286.59,02-Feb-22
TEMSAN H TAB 15 S,95.15,67.97,1,10-02-2024,E18IF210019,2,1.36,12,66.61,74.61,02-Feb-22
AMLOKIND 5 TAB,20,14.29,10,10-07-2024,G5IAU096,2,2.86,12,140.04,156.84,02-Feb-22
LEVERA-750 10 S,204.18,145.84,3,10-08-2023,V2100876,2,8.75,12,428.77,480.23,02-Feb-22
LOTEL LS DROP 5ML,142,101.43,1,10-05-2023,N00411,2,2.03,12,99.4,111.32,02-Feb-22
TELMA 40 TAB 30 S,222.1,158.64,2,10-06-2024,18210607,2,6.35,12,310.93,348.25,02-Feb-22
GUDCEF CV 200 TAB 10 S,264,188.57,3,10-03-2023,A3AEU090,2,11.31,12,554.4,620.92,02-Feb-22
VENTIDOX M TAB,87.84,62.74,1,10-09-2023,H2FZU004,2,1.25,12,61.49,68.87,02-Feb-22
NL 82 SYP 220ML,130,92.86,1,01-10-2024,2111041,2,1.86,12,91,101.92,02-Feb-22
TENGLYN M 500MG,191.6,136.86,1,10-09-2023,1104677,2,2.74,12,134.12,150.22,02-Feb-22
VENLA XR 37.5MG 10 S,43.56,31.11,1,11-01-2023,GVNA21004,2,0.62,12,30.49,34.15,02-Feb-22
ADVASTAT-10 TAB 10 S,126,90,1,10-09-2023,TF21140,2,1.8,12,88.2,98.78,02-Feb-22
NEOPEPTINE DROP 15ML,101,72.14,1,11-01-2022,C10K21067,2,1.44,12,70.7,79.18,02-Feb-22
IRIMIST EYE DROP 10ML,141.5,101.07,1,10-08-2023,IBA1CA3,2,2.02,12,99.05,110.93,02-Feb-22
TORGLIP 50TAB,59.2,42.29,3,10-09-2023,2KK2H017,2,2.54,12,124.33,139.25,02-Feb-22
OCUREST EYE DROP 10ML,96.95,69.25,1,10-08-2024,CU2117,3,2.08,12,67.17,75.23,02-Feb-22
OCUMOIST MAX DROPS 10ML,307,219.29,1,10-07-2023,PPKAZ10,3,6.58,12,212.71,238.23,02-Feb-22
FOLITRAX 5MG 10 S,88.09,67.11,1,10-08-2024,AT-090921,3,2.01,5,65.1,68.36,02-Feb-22
LEFNO 10 TAB 10 SA,112.33,80.23,1,10-06-2023,GOU011007AS,3,2.41,12,77.82,87.16,02-Feb-22
CEFTAS-CV 200 TAB 10 SF,289,206.43,1,10-03-2023,RCCV1035,3,6.19,12,200.24,224.26,02-Feb-22
MET XL 100 TAB,271,193.57,1,10-06-2024,CR00218,3,5.81,12,187.76,210.3,02-Feb-22
NITROSUN 5MG TAB 10 SB,44.5,31.79,3,10-08-2024,DFC3410A,3,2.86,12,92.51,103.61,02-Feb-22
MACUGOLD PLUS TAB 10 SF,254,172.2,1,10-09-2023,S210709J,3,5.17,18,167.03,197.09,02-Feb-22
CILACAR T 20/40 TAB,147.15,105.11,1,10-06-2023,X242100R,4,4.2,12,100.91,113.01,02-Feb-22
GEMINOR M4 FORTE 15 S,192,137.14,2,10-08-2023,XGF21004A,4,10.97,12,263.31,294.91,02-Feb-22
GLIMFIRST M 1 TAB 10S,74.25,53.04,1,01-10-2022,21S2GTB506,4,2.12,12,50.92,57.04,02-Feb-22
LINICAL LOTION 100ML,198,134.24,1,10-06-2023,K05121,4,5.37,18,128.87,152.07,02-Feb-22
MARTIFUR-MR TAB 10 SBY,159.85,114.18,1,10-09-2023,TMMR-175,4,4.57,12,109.61,122.77,02-Feb-22
MARTIFUR-MR TAB 10 SBY,159.85,114.18,1,10-09-2023,TMMR-177,4,4.57,12,109.61,122.77,02-Feb-22
NEOPEPTINE SYP 100ML,154,110,1,10-01-2023,C11K21094,4,4.4,12,105.6,118.28,02-Feb-22
P-500 TAB 15 S,15.29,10.92,5.5,10-09-2024,PETTC21172,4,2.4,12,57.66,64.58,02-Feb-22
QUTAN - 100 MG 1X10 S,100.5,71.79,1,10-04-2023,N2101461,4,2.87,12,68.92,77.2,02-Feb-22
QUTAN - 25 MG 10 S,58,41.43,3,10-06-2024,GTC1345A,4,4.97,12,119.32,133.64,02-Feb-22
SUCRAL-0 SYP 100ML,243,173.57,1,10-05-2024,SO-1951221,4,6.94,12,166.63,186.63,02-Feb-22
SYSFOL ACTIVE TAB,131.25,93.75,1,11-01-2022,S20L209,4,3.75,12,90,100.8,02-Feb-22
TENLIP M TAB,202.75,144.82,2,10-06-2023,21S2GTC337,4,11.59,12,278.05,311.41,02-Feb-22
TGLIP-M 1000 TAB,308,220,5,10-02-2023,N2100356,4,44,12,1056,1182.72,02-Feb-22
VILSURE M TAB,135,96.43,1,10-08-2023,21S2GTC968,4,3.86,12,92.57,103.67,02-Feb-22
IMDUR 60MG TAB 30 S,204.9,153.67,1,10-03-2024,INY001,4,6.15,12,147.52,165.22,02-Feb-22
BUDECORT-100 INHALER 1 S,284.48,203.2,1,01-10-2023,SN12269,4,8.13,12,195.07,218.47,02-Feb-22
VDM WASH 100ML,150,101.69,1,10-03-2023,5,4,4.07,18,97.62,115.2,02-Feb-22
4-QUIT EYE OINT. 5GM,114.5,81.79,1,10-08-2023,SQ38,4,3.27,12,78.52,87.94,02-Feb-22
AUDIOVIT SOFTGEL CAP,284.8,193.08,1,10-03-2023,TF21125J,4,7.72,18,185.36,218.72,02-Feb-22
ELTROXIN 25MG 120 S,172.72,123.37,2,01-10-2022,TH8B,4,9.87,12,236.87,265.29,02-Feb-22
ZECAL 500MG 15 S,168,120,1,10-07-2023,21540772,4,4.8,12,115.2,129.02,02-Feb-22
PALMIFLAM CAP,250,169.49,1,10-02-2023,PFC21001,4,6.78,18,162.71,191.99,02-Feb-22
RANTAC SYP 100ML,120.96,86.4,1,10-05-2023,XRS21109,4,3.46,12,82.94,92.9,02-Feb-22
PALMIGES CAP 10 S,275,186.44,1,10-07-2023,C4112129,4,7.46,18,178.98,211.2,02-Feb-22
SOFTOVAC SF POWDER 250GM,415,296.43,1,10-08-2024,A21320TM,4,11.86,12,284.57,318.71,02-Feb-22
NEBISTAR-H TAB,223.35,159.54,1,10-02-2023,U100754,4,6.38,12,153.16,171.54,02-Feb-22
NOVASTAT CV 10 TAB,345.95,247.11,1,10-08-2023,S21843161,4,9.88,12,237.23,265.69,02-Feb-22
DROTIN DS SYP 100ML,268.03,191.45,1,10-09-2023,LDSR-62,4,7.66,12,183.79,205.85,02-Feb-22
PANTOTAB 40 MG. 10 SA,96,68.57,5.5,10-06-2023,PAAS0025,4,15.09,12,362.05,405.49,02-Feb-22
MOISTUREX CREAM 100GM,251,179.29,1,11-01-2023,SXC2272A,4,7.17,12,172.12,192.78,02-Feb-22
NEXITO 10 TAB 10 SBY,90.94,64.96,2,10-06-2024,SIC2537A,4,5.2,12,124.72,139.68,02-Feb-22
REVLAMER-800 TAB,175,125,3,11-01-2022,GKC0511A,4,15,12,360,403.2,02-Feb-22
SPEEDRAL HEALTH SUPPLIMEN,156,105.76,1,10-02-2023,BUY0063,4,4.23,18,101.53,119.81,02-Feb-22
TIDE 20 TABS 10 S,99.05,70.75,2,10-06-2023,2895H005,4,5.66,12,135.84,152.14,02-Feb-22
V-KUL E /D,95,67.86,1,10-06-2023,21E206A,4,2.71,12,65.15,72.97,02-Feb-22
PROVIDAC CAP 14,361.75,258.39,1,10-06-2023,I104517,4,10.34,12,248.05,277.81,02-Feb-22
FOLSAFE L TAB 15 S,237.35,169.54,1,10-04-2023,I102377,4,6.78,12,162.76,182.3,02-Feb-22
ALZOLAM 0.25MG TAB 10 S,17.45,12.46,10,10-07-2024,GTC1578A,2,2.49,12,122.11,136.77,02-Feb-22
RANOZEX TAB 10 SBO,153,109.29,6,10-07-2023,SIC2252A,2,13.11,12,642.63,719.75,02-Feb-22
VOGLISTAR-GM 1 TAB,133.1,95.07,1,10-02-2023,E8HPU015,2,1.9,12,93.17,104.35,02-Feb-22
AZEE 250MG TAB 6 S,71.09,50.78,2,10-07-2024,SN11447,2,2.03,12,99.53,111.47,02-Feb-22
SILOFAST D8 CAP 10 S,461.54,329.67,1,01-10-2023,SGUC0079,2,6.59,12,323.08,361.84,02-Feb-22
