Item Name,Item MRP,Quantity,Expiry Date,Discount Value,GST %,GST Value,Amount,Billing Date
LULIFIN CREAM 10GM,159.9,1,"March, 2023",15.99,12,15.42,143.91,13-Jan-22
BETADINE LOTION 100ML,104.16,1,"July, 2023",10.42,12,10.04,93.74,13-Jan-22
CORSYL SYP 100ML,78,1,"May, 2023",7.8,12,7.52,70.2,13-Jan-22
NOVIBEX-L SYP 200ML,118,1,"January, 2022",11.8,12,11.38,106.2,13-Jan-22
REGESTRONE TAB 10 S,57,0.6,"February, 2023",3.42,12,3.3,30.78,13-Jan-22
DICLOGESIC TAB 10 SBW,50.3,0.4,"October, 2022",2.01,12,1.94,18.11,13-Jan-22
CHYMORAL FORTE 20 S,405.2,0.5,"April, 2023",20.26,12,19.54,182.34,13-Jan-22
ZITHROX 500 TAB,119.5,1,"May, 2024",11.95,12,11.52,107.55,13-Jan-22
HISTAOVER LM SYP 60ML,98.55,1,"October, 2023",9.86,12,9.5,88.69,13-Jan-22
VILSURE M TAB,135,1,"August, 2023",13.5,12,13.02,121.5,13-Jan-22
ECOSPRIN-AV 75 CAP 15 S,55.16,1,"February, 2023",5.52,12,5.32,49.64,13-Jan-22
GLYCIPHAGE SR 500 10 S,21.3,2,"September, 2023",4.26,12,4.1,38.34,13-Jan-22
MACTOR- F TAB 10 S,111,1,"February, 2024",11.1,12,10.7,99.9,13-Jan-22
MACTOR- F TAB 10 S,122,1,"April, 2024",12.2,12,11.76,109.8,13-Jan-22
LATOCOM EYE DROPS 2.5ML,596,1,"March, 2023",59.6,12,57.48,536.4,13-Jan-22
SILODAL-D 8,415,2,"July, 2023",83,12,80.04,747,13-Jan-22
ECOSPRIN 75MG TAB 14 S,4.86,2,"May, 2023",0.97,12,0.94,8.75,13-Jan-22
GLYNASE TAB 10 S,7.38,1,"May, 2024",0.74,12,0.72,6.64,13-Jan-22
BETADINE OINT 20GM,116.92,1,"July, 2023",11.69,12,11.28,105.23,13-Jan-22
COVERSYL 2MG TAB 10 S,126.5,1,"May, 2023",12.65,12,12.2,113.85,13-Jan-22
MIGON TAB 10 SF,47.93,1,"February, 2022",4.79,12,4.62,43.14,13-Jan-22
LIBRIUM 10 TAB,117.34,1,"April, 2024",11.73,12,11.32,105.61,13-Jan-22
NAXDOM 500 TAB,129.75,0.267,"July, 2024",3.46,12,3.34,31.14,13-Jan-22
PANZEL-DSR,95,1,"June, 2024",9.5,12,9.16,85.5,13-Jan-22
NOVILIV DS SYP 225ML,166,1,"May, 2024",16.6,12,16,149.4,13-Jan-22
COLIMEX TAB 10 S,36,0.6,"July, 2024",2.16,12,2.08,19.44,13-Jan-22
IMMUNE CZ TAB,35,3,"September, 2022",10.5,18,14.42,94.5,13-Jan-22
CETAPIN XR 500 TAB,42.59,2,"May, 2023",8.52,12,8.22,76.66,13-Jan-22
FORACORT 400 INHALER,411.26,1,"July, 2024",41.13,12,39.66,370.13,13-Jan-22
MUCINAC-600 TAB 10 SF,266.8,3,"July, 2023",80.04,12,77.18,720.36,13-Jan-22
DOXT-SL CAP 10 SF,100,1,"July, 2023",10,12,9.64,90,13-Jan-22
STAMLO-5 TAB 30 S,87.56,1,"July, 2024",8.76,12,8.44,78.8,13-Jan-22
ASCORIL-C SYP 120ML,159,1,"September, 2023",15.9,12,15.34,143.1,13-Jan-22
PREDMET-16mg TAB 10 S,100.07,0.3,"May, 2024",3,12,2.9,27.02,13-Jan-22
NEXPRO RD 40 CAP 10 SF,154.45,1.4,"May, 2023",21.62,12,20.86,194.61,13-Jan-22
NEXPRO-20 TAB 15 SA,84.5,0.667,"September, 2022",5.63,12,5.44,50.7,13-Jan-22
LIPIKIND-40 TAB,104.62,1,"January, 2023",10.46,12,10.08,94.16,13-Jan-22
VOGLI GM 1,164,2,"September, 2023",32.8,0,0,295.2,13-Jan-22
CEFOZYT CV TAB 10 SF,362.1,1,"August, 2022",36.21,12,34.92,325.89,13-Jan-22
SHINE-10 TAB 20 SF,46.95,0.5,"August, 2025",2.35,12,2.26,21.13,13-Jan-22
PROTEKT CAP 10 S,50,1.5,"June, 2023",0,12,8.04,75,13-Jan-22
VOLITRA PLUS GEL 50GM,212,1,"January, 2022",0,12,22.72,212,13-Jan-22
PANTOROX-40 TAB,62,1.5,"July, 2023",0,12,9.96,93,13-Jan-22
ETOSA-P TAB,63,1.5,"October, 2022",0,12,10.12,94.5,13-Jan-22
KENACORT 4 TAB,120.63,0.533,"January, 2023",0,12,6.9,64.34,13-Jan-22
EVION-400MG CAP 10 S,32.7,1.5,"September, 2023",0,12,5.26,49.05,13-Jan-22
ELBOW SUPPORT(M)TYNOR 1 PIECE,230,1,,0,5,10.96,230,13-Jan-22
DISPOVAN SYRINGE 2ML,4.5,2,"February, 2025",0,12,0.96,9,13-Jan-22
CLAVY 625 TAB 10 S,196,0.9,"August, 2022",17.64,12,17.02,158.76,13-Jan-22
STERODIN INJ. 2ML,325,0.4,"February, 2023",13,12,12.54,117,13-Jan-22
ACECLOREN TAB 10 S,110,0.6,"March, 2023",6.6,12,6.36,59.4,13-Jan-22
ETOSA-P TAB,63,1,"October, 2022",0,12,6.76,63,13-Jan-22
EVITE-400 TAB,90,1,"September, 2022",0,12,9.64,90,13-Jan-22
PROTEKT CAP 10 S,50,1,"June, 2023",0,12,5.36,50,13-Jan-22
EYEMIST GEL 10GM,379,1,"June, 2023",37.9,12,36.54,341.1,13-Jan-22
MONTEK AB TAB 10 SF,245,3,"February, 2024",73.5,12,70.88,661.5,13-Jan-22
MONTEK LC TAB 10 SA,197,1,"January, 2024",19.7,12,19,177.3,13-Jan-22
SOHA EYE DROPS 10ML,405,2,"July, 2023",81,12,78.1,729,13-Jan-22
DECOLIC DROP 10ML,49.5,1,"June, 2022",4.95,12,4.78,44.55,13-Jan-22
TIXYLIX COUGH LINT 60ML,84.57,1,"June, 2023",8.46,12,8.16,76.11,13-Jan-22
DOMSTAL-BABY DROPS 5ML,76.05,1,"January, 2023",7.61,12,7.34,68.44,13-Jan-22
DOMPAN TAB 10 SF,108,1,"March, 2023",10.8,12,10.42,97.2,13-Jan-22
METHERGIN TAB 10 S,88.72,1,"May, 2024",8.87,12,8.56,79.85,13-Jan-22
DROTIN-M TAB 10 SBR,176.14,0.6,"June, 2023",10.57,12,10.2,95.11,13-Jan-22
DIOVAL LA SYP. 200ML,131.88,1,"July, 2024",13.19,12,12.72,118.69,13-Jan-22
DOMPAN-FORTE TAB 10 SF,120,0.1,"July, 2023",1.2,12,1.16,10.8,13-Jan-22
VOVERAN-D TAB 10 SF,21.24,0.1,"January, 2022",0.21,12,0.2,1.91,13-Jan-22
ZANOCIN 200MG TAB 10 S,81,0.1,"July, 2024",0.81,12,0.78,7.29,13-Jan-22
METROGYL 400MG TAB 15 S,21.5,0.067,"July, 2025",0.14,12,0.14,1.29,13-Jan-22
DROTIN PLUS TAB,167.77,0.1,"July, 2023",1.68,12,1.62,15.1,13-Jan-22
MACBERY SYP 100ML,99,1,"March, 2023",9.9,12,9.54,89.1,13-Jan-22
SAFEVIT-CZ TAB,90,1,"May, 2023",9,12,8.68,81,13-Jan-22
AMLOVAS 10MG TAB 15 S,85.29,1,"March, 2025",8.53,12,8.22,76.76,13-Jan-22
VILDAMAC OD 100 TAB,180,1,"September, 2022",18,12,17.36,162,13-Jan-22
PROLOMET XL 50 TAB 10 S,64.7,1,"June, 2023",6.47,12,6.24,58.23,13-Jan-22
TIDE-10 TAB 10 SBOX,59.05,2,"May, 2023",11.81,12,11.38,106.29,13-Jan-22
ARKAMIN TAB 30 S,66.05,1,"March, 2024",6.61,12,6.36,59.44,13-Jan-22
ROSUMAC F 10 TAB 10 SA,233.2,1,"May, 2023",23.32,12,22.48,209.88,13-Jan-22
ECOSPRIN-AV 75 CAP 15 S,55.16,1,"January, 2023",5.52,12,5.32,49.64,13-Jan-22
LOSAR 50 TAB 15 S,107.85,1,"September, 2023",10.79,12,10.4,97.06,13-Jan-22
AMPILOX DS TAB 10 SF,176.65,1.2,"February, 2023",21.2,12,20.44,190.78,13-Jan-22
TELMA - H TAB 30 S,484,1,"August, 2024",48.4,12,46.68,435.6,13-Jan-22
ZERODOL-SP TAB 10 SA,107.6,1,"March, 2024",10.76,12,10.38,96.84,13-Jan-22
VIZYLAC CAP,63.05,1,"February, 2022",6.31,12,6.08,56.74,13-Jan-22
AMLONG-A TAB 15 SF,122,1,"May, 2023",12.2,12,11.76,109.8,13-Jan-22
SNORAB-DSR CAP 15 S CAP,135,0.267,"May, 2023",3.6,12,3.48,32.4,13-Jan-22
OMEZ 20MG CAP 20 S,55.52,0.5,"September, 2024",2.78,12,2.68,24.98,13-Jan-22
MACSART-40 10TAB,28.83,1,"July, 2023",2.88,12,2.78,25.95,13-Jan-22
TRIVOLIB-1MG TAB 10 SB,149,1,"June, 2024",14.9,12,14.36,134.1,14-Jan-22
TRIVOLIB-2mg TAB 10 SBOX,199,1,"April, 2027",19.9,12,19.18,179.1,14-Jan-22
SURBEX-XT TAB 15 S,130.96,1,"July, 2023",13.1,12,12.62,117.86,14-Jan-22
T-LET 40 TAB,101.25,1,"May, 2022",10.13,12,9.76,91.12,14-Jan-22
ENCORATE CHRONO 500 10 S,109.42,3,"July, 2023",32.83,12,31.66,295.43,14-Jan-22
GLIMILIFE M2 TAB,148,1,"May, 2023",14.8,12,14.28,133.2,14-Jan-22
ROTIN 5MG TAB 10 S,79,1,"January, 2024",7.9,12,7.62,71.1,14-Jan-22
VOGLI 0.3 TAB 10 SA,150,1,"May, 2023",15,12,14.46,135,14-Jan-22
RANTAC 150 TAB 30 S,36.79,1,"March, 2023",3.68,12,3.54,33.11,14-Jan-22
REJUNURON OD CAP 10 S,154,1,"June, 2022",15.4,12,14.86,138.6,14-Jan-22
CLOPITAB-A 75MG 15 SB,91.25,1,"January, 2022",9.13,12,8.8,82.12,14-Jan-22
NITROCONTIN 2.6MG 25 S,282,1,"July, 2023",28.2,12,27.2,253.8,14-Jan-22
CEPODEM XP 325 10 S BOX,364,1,"February, 2023",36.4,12,35.1,327.6,14-Jan-22
LONAZEP MD 0.5mg 10 SF,34.82,1,"July, 2023",3.48,12,3.36,31.34,14-Jan-22
SOMPRAZ 40 TAB 15 S,139,1,"September, 2024",13.9,12,13.4,125.1,14-Jan-22
STROCIT PLUS 10 S,710,1,"February, 2023",71,12,68.46,639,14-Jan-22
AMLOKIND-AT TAB,40.65,1,"April, 2023",4.07,12,3.92,36.58,14-Jan-22
THYROX-200 TAB 100 S,239.8,1,"August, 2022",23.98,12,23.12,215.82,14-Jan-22
ENZOMAC TAB,338,0.667,"April, 2024",22.53,12,21.72,202.8,14-Jan-22
TIZAN 2MG TAB 10 SA,150,1,"April, 2024",15,12,14.46,135,14-Jan-22
MACSART-40 10TAB,28.83,3,"July, 2023",8.65,12,8.34,77.84,14-Jan-22
P-250 TAB 10 S,13.2,0.3,"July, 2024",0.4,12,0.38,3.56,14-Jan-22
MILDY SHAMPOO 100ML,195,1,"July, 2023",19.5,18,26.78,175.5,14-Jan-22
TOPIFORT-NX LOTION 15ML,73.58,1,"January, 2022",7.36,12,7.1,66.22,14-Jan-22
ATARAX SYP 100ML,100.25,1,"May, 2024",10.03,12,9.66,90.22,14-Jan-22
CILAPAM-H TAB,149.51,1,"August, 2023",14.95,12,14.42,134.56,14-Jan-22
METLIN NT TAB,362.37,1,"May, 2023",36.24,12,34.94,326.13,14-Jan-22
DYTOR-PLUS 10 TAB 15 SB,81.19,1,"July, 2023",8.12,12,7.82,73.07,14-Jan-22
NEXOVAS-O 40 TAB,191,2,"February, 2022",38.2,12,36.84,343.8,14-Jan-22
ALVIROZ TRIO CAP 10 S,140,1,"April, 2023",14,12,13.5,126,14-Jan-22
PREXOL SR 0.75 TAB,208.73,1,"January, 2023",20.87,12,20.12,187.86,14-Jan-22
GALVUSMET 50/1000 TAB,348,2,"September, 2022",69.6,12,67.12,626.4,14-Jan-22
PROLOMET XL 25 TAB 10 S,45.24,2,"June, 2023",9.05,12,8.72,81.43,14-Jan-22
TIDOMET PLUS TAB 10 S,25.25,3,"April, 2023",7.58,12,7.3,68.17,14-Jan-22
KERASOL-FORT LOTION 15ML,132,1,"August, 2024",13.2,12,12.72,118.8,14-Jan-22
FAMTAC 40MG TAB 14 S,29.12,1,"August, 2023",2.91,12,2.8,26.21,14-Jan-22
DIAMICRON XR 60 TAB 14 S,196,1,"June, 2024",19.6,12,18.9,176.4,14-Jan-22
NEXITO 10 TAB 10 SBY,90.94,1,"May, 2024",9.09,12,8.76,81.85,14-Jan-22
BIFILAC-HP CAP 10 SF,175.5,1,"April, 2023",17.55,12,16.92,157.95,14-Jan-22
ROZUCOR ASP-10 TAB 10 SF,89.6,1,"July, 2023",8.96,12,8.64,80.64,14-Jan-22
ZYTEE LOTION 10ML,106,1,"August, 2023",10.6,12,10.22,95.4,14-Jan-22
ASCORIL SF SYP 100ML,124,1,"February, 2023",12.4,12,11.96,111.6,14-Jan-22
OLMARK 40 TAB,275,1,"February, 2023",27.5,12,26.52,247.5,14-Jan-22
TENIVA TAB,248,1,"May, 2022",24.8,12,23.92,223.2,14-Jan-22
ZORYL M2 FORTE TAB 15 S,179,1,"October, 2022",17.9,12,17.26,161.1,14-Jan-22
GEMCAL CAP 15 S,300,2,"May, 2023",60,12,57.86,540,14-Jan-22
PAXIDEP-CR-12.5 10 S,151,1,"April, 2024",15.1,12,14.56,135.9,14-Jan-22
A TO Z GOLD TAB 15 S,180,1,"February, 2022",18,18,24.72,162,14-Jan-22
ZOFER MD 4mg TAB 10 S,52.61,0.4,"July, 2023",2.1,12,2.02,18.94,14-Jan-22
RISDONE PLUS 10TAB,65,1,"June, 2024",6.5,12,6.26,58.5,14-Jan-22
MIGRAVAS-10mg TAB 10 SBN,53.2,1,"February, 2024",5.32,12,5.14,47.88,14-Jan-22
SERZEST 100 TAB 10 SB,102.48,1,"February, 2024",10.25,12,9.88,92.23,14-Jan-22
CILAPAM FN TAB,212.6,1,"June, 2023",21.26,12,20.5,191.34,14-Jan-22
OMNI GEL 30GM,135,1,"March, 2022",13.5,12,13.02,121.5,14-Jan-22
VILDAPHAGE M TAB,127.05,1,"August, 2023",12.71,12,12.26,114.34,14-Jan-22
CLONAX MD 1 TAB 10 S,47.48,1,"August, 2025",4.75,12,4.58,42.73,14-Jan-22
SERZEST-25 MG TAB 10 SBY,46.58,1,"May, 2023",4.66,12,4.5,41.92,14-Jan-22
MIRTAZ 15MG TAB 10 SBY,120,1,"August, 2024",12,12,11.58,108,14-Jan-22
TIGATEL 40 TAB,147.94,1,"August, 2023",14.79,12,14.26,133.15,14-Jan-22
OBIMET-SR 500 TAB 15 S,32.01,4,"August, 2023",12.8,12,12.34,115.24,14-Jan-22
ACNICIN GEL 15GM,193.8,2,"August, 2023",38.76,12,37.38,348.84,14-Jan-22
AMARYL MV2 TAB,194.03,2,"June, 2023",38.81,12,37.42,349.25,14-Jan-22
GABAPIN NT TAB 15 S,428,2,"August, 2024",85.6,12,82.54,770.4,14-Jan-22
GLIMESTAR-PM 1 TAB 10 S,89.9,3,"May, 2023",26.97,12,26,242.73,14-Jan-22
PICLIN SYP 150ML,167,5,"June, 2023",83.5,12,80.52,751.5,14-Jan-22
JANUMET 50/1000 15 S,415,2,"March, 2023",83,12,80.04,747,14-Jan-22
DEPURA CAL 10,159.7,3,"October, 2022",47.91,12,46.2,431.19,14-Jan-22
IODEX OINT. 50GM,140,1,,0,12,15,140,14-Jan-22
BETADINE GARGLE 100ML,230,1,"October, 2022",23,12,22.18,207,14-Jan-22
TELSAR CH 40/12.5 TAB,108.5,3,"June, 2023",32.55,12,31.38,292.95,14-Jan-22
BULARID L 40 TAB,175,1,"March, 2023",17.5,12,16.88,157.5,14-Jan-22
ALLEGRA 120MG TAB 10 S,198.93,1.5,"September, 2023",29.84,12,28.78,268.56,14-Jan-22
CLINDAC- A GEL 15GM,225,1,"October, 2023",22.5,5,9.64,202.5,14-Jan-22
TONENGLO FACE WASH 100GM,310,1,"January, 2022",31,18,42.56,279,14-Jan-22
CUTISOFT CREAM TUBE,142.95,1,"February, 2023",14.3,5,6.12,128.65,14-Jan-22
HAVGLO CREAM 30GM,653,1,"June, 2023",65.3,18,89.64,587.7,14-Jan-22
KERAGLO AD SHAMPOO 60ML,324,1,"April, 2024",32.4,12,31.24,291.6,14-Jan-22
ORYZA 50GM,740,1,"March, 2023",74,18,101.6,666,14-Jan-22
DISPOVAN SYRINGE 2ML,4.5,3,"February, 2025",0,12,1.44,13.5,14-Jan-22
K-WIN-10 INJ. 1ML,53.47,2,"May, 2022",10.69,12,10.32,96.25,14-Jan-22
K-WIN-10 INJ. 1ML,53.47,1,"January, 2023",5.35,12,5.16,48.12,14-Jan-22
ISABGOL(BAIDYA) 100GM,110,1,"June, 2023",0,5,5.24,110,14-Jan-22
NEXPRO IT CAPS 10 S,139.5,1,"January, 2022",13.95,12,13.46,125.55,14-Jan-22
ZINCOVIT TAB 15 S,105,1,"August, 2022",10.5,18,14.42,94.5,14-Jan-22
BETNOVATE C CREAM 30GM,53.3,1,"May, 2023",5.33,12,5.14,47.97,14-Jan-22
MONTEK LC TAB 10 SA,197,1,"January, 2024",19.7,12,19,177.3,14-Jan-22
MULTIVITE GOLD CAP 15 S,240,1,"May, 2023",24,18,32.94,216,14-Jan-22
LANZOL JR 15MG 15TAB,147.87,1,"July, 2023",14.79,12,14.26,133.08,14-Jan-22
VOMIKIND SYP 30ML,33.64,1,"May, 2023",3.36,12,3.24,30.28,14-Jan-22
TELMED-40 TAB 10 SF,71.15,1,"April, 2024",7.12,12,6.86,64.03,14-Jan-22
GLIMESTAR-M1 TAB 10 S,65.82,1,"August, 2023",6.58,12,6.34,59.24,14-Jan-22
NEXITO-PLUS TAB 10 S,103,1,"July, 2023",10.3,12,9.94,92.7,14-Jan-22
MUSCODAC TAB 10 SB,146.5,1,"April, 2024",14.65,12,14.12,131.85,14-Jan-22
VALPARIN CHRONO 500 10 S,108.86,1,"July, 2024",10.89,12,10.5,97.97,14-Jan-22
GLIMFIRST MV2 TAB,181.25,1,"January, 2023",18.13,12,17.48,163.12,14-Jan-22
ALEX SYP 100ML***,118,1,"September, 2022",11.8,12,11.38,106.2,15-Jan-22
TIOMIST INHALAR,322.56,1,"February, 2023",32.26,12,31.1,290.3,15-Jan-22
ROSUMAC ASP 75 TAB 10 S,75.4,4,"April, 2023",30.16,12,29.08,271.44,15-Jan-22
NUTRI SPASMIN SYP 200ML,130,1,"July, 2024",13,12,12.54,117,15-Jan-22
ALLEGRA-M TAB 10 SBOX,228.46,0.6,"September, 2023",13.71,12,13.22,123.37,15-Jan-22
ALDAY TAB 10 S,18.48,0.4,"March, 2023",0.74,12,0.72,6.65,15-Jan-22
KETASMA TAB 10 SBA,81.25,0.4,"January, 2023",3.25,12,3.14,29.25,15-Jan-22
D3 MUST-60K TAB 4 SBOX,70.12,1,"January, 2022",7.01,12,6.76,63.11,15-Jan-22
MAHAGABA M OD,129.9,1,"July, 2023",12.99,12,12.52,116.91,15-Jan-22
GEMER 0.5 TAB,32.5,1,"May, 2023",3.25,12,3.14,29.25,15-Jan-22
SOMPRAZ D 40 TAB,217,0.4,"August, 2023",8.68,12,8.36,78.12,15-Jan-22
ACENAC-P TAB 10 SBOX,55.5,1.5,"March, 2024",8.33,12,8.02,74.92,15-Jan-22
DIOVOL SYP MINT(S) 170ML,125,1,"June, 2024",12.5,12,12.06,112.5,15-Jan-22
MACPRED-8 10TAB,57.19,1,"June, 2023",5.72,12,5.52,51.47,15-Jan-22
DUOLIN CFC FREE INHALER 200MD,341.13,1,"September, 2023",34.11,12,32.9,307.02,15-Jan-22
CLARIWIN 500 TAB 10S,518.78,1,"January, 2022",51.88,12,50.02,466.9,15-Jan-22
MOX CV 1GM,418,1,"February, 2022",41.8,12,40.3,376.2,15-Jan-22
DIGENE GEL (O) 200ML,126.5,1,"January, 2023",12.65,12,12.2,113.85,15-Jan-22
SNORAB 20 TAB 10 SA,65,1,"January, 2023",6.5,12,6.26,58.5,15-Jan-22
GLIMILIFE M1 FORTE TAB 10 S,112,1,"February, 2023",11.2,12,10.8,100.8,15-Jan-22
TONACT 10 TAB 15 SF,92.16,1,"May, 2023",9.22,12,8.88,82.94,15-Jan-22
BISOHEART 5 MG TAB 10 S,79.64,1,"May, 2023",7.96,12,7.68,71.68,15-Jan-22
FELIZ-S PLUS 5 10 SF,107.25,1,"April, 2023",10.73,12,10.34,96.52,15-Jan-22
ZYLORIC 100MG TAB 10 S,21.15,1,"February, 2023",2.12,12,2.04,19.03,15-Jan-22
NUROKIND GOLD CAP 10 SBB,97.9,1,"January, 2022",9.79,12,9.44,88.11,15-Jan-22
VIDAGLO M 50/500 TAB,75.75,2,"July, 2023",15.15,12,14.6,136.35,15-Jan-22
XILIA-MP 2 TAB 10 S,149.75,1,"March, 2023",14.98,12,14.44,134.77,15-Jan-22
NEXITO-PLUS TAB 10 S,103,1,"July, 2023",10.3,12,9.94,92.7,15-Jan-22
NUPENTA DSR CAP,181.5,1,"April, 2024",18.15,12,17.5,163.35,15-Jan-22
ENERZAL ORANGE POWDER 100GM,50,1,"October, 2022",5,18,6.86,45,15-Jan-22
BILAHIST M TAB,160,1,"August, 2023",16,12,15.42,144,15-Jan-22
OMNACORTIL-10mg TAB 10 S,10.89,0.8,"June, 2025",0.87,12,0.84,7.84,15-Jan-22
CALPOL 650 TAB 15 S,30.91,1,"August, 2024",3.09,12,2.98,27.82,15-Jan-22
BAND-AID PLAIN 1 S,2,10,,0,0,0,20,15-Jan-22
BAND-AID WASHPROOF,2.75,10,,0,12,2.94,27.5,15-Jan-22
DISPRIN TAB 10 S,11.2,2,"October, 2023",2.24,12,2.16,20.16,15-Jan-22
CALPOL 650 TAB 15 S,30.91,1,"August, 2024",3.09,12,2.98,27.82,15-Jan-22
TELPRES CT 40/6.25MG TAB,86.62,2,"April, 2023",17.32,12,16.7,155.92,15-Jan-22
TAZLOC 40MG TAB 10 SF,73.58,2,"September, 2023",14.72,12,14.2,132.44,15-Jan-22
TONENGLO 50,183,1,"January, 2023",18.3,18,25.12,164.7,15-Jan-22
AQUASOFT CREAM 100GM,250,1,"October, 2022",25,12,24.1,225,15-Jan-22
SOMPRAZ 40 TAB 15 S,139,0.867,"September, 2024",12.05,12,11.62,108.42,15-Jan-22
ETOSA-P TAB,63,1,"October, 2022",0,12,6.76,63,15-Jan-22
DIZIRON-25 TAB,153,0.5,"January, 2023",0,12,8.2,76.5,15-Jan-22
PANTAKIND DSR 10 S,97.4,1,"February, 2023",9.74,12,9.4,87.66,15-Jan-22
KENACORT 4 TAB,120.63,0.667,"January, 2023",0,12,8.62,80.42,15-Jan-22
PROTEKT CAP 10 S,50,0.5,"June, 2023",0,12,2.68,25,15-Jan-22
GENEVAC-B INJ. 1ML,80.46,1,"May, 2022",0,5,3.84,80.46,15-Jan-22
BEVON CAP 15 S,120.75,1,"February, 2023",12.08,12,11.64,108.67,15-Jan-22
TELMIKIND-AM TAB 10 S,63.04,2,"February, 2022",12.61,12,12.16,113.47,15-Jan-22
ORVAS-FT TAB 10 SF,69.5,1,"June, 2023",6.95,12,6.7,62.55,15-Jan-22
LOXOF 500 TAB 10 SB,90.48,1,"July, 2023",9.05,12,8.72,81.43,15-Jan-22
URISPAS TAB 15 S,377.56,0.667,"March, 2023",25.17,12,24.28,226.54,15-Jan-22
VILSURE M TAB,135,1,"August, 2023",13.5,12,13.02,121.5,15-Jan-22
TRIGLUCORED FORTE TAB 10 S,102,3,"August, 2024",30.6,12,29.5,275.4,15-Jan-22
VINGLYN M 1000 TAB,114.65,1,"July, 2023",11.47,12,11.06,103.18,15-Jan-22
E-PANTO 40 TAB,60,1,"March, 2023",0,12,6.42,60,15-Jan-22
BIONAC-SP TAB,95,1,"March, 2023",0,12,10.18,95,15-Jan-22
S-ONAZOLE-DSR CAP,87,1,"April, 2022",0,12,9.32,87,15-Jan-22
ZYLORIC 100MG TAB 10 S,21.15,1,"February, 2023",0,12,2.26,21.15,15-Jan-22
STAMLO-5 TAB 30 S,87.56,1,"July, 2024",0,12,9.38,87.56,15-Jan-22
EVION-400MG CAP 10 S,32.7,1,"September, 2023",0,12,3.5,32.7,15-Jan-22
GLYCIPHAGE PG2 TAB,181.3,1,"July, 2023",0,12,19.42,181.3,15-Jan-22
FEN XN GEL 30GM,80,1,"September, 2022",0,12,8.58,80,15-Jan-22
LEVERA-500 TAB 10 SBM,199.08,4,"July, 2023",79.63,12,76.78,716.69,15-Jan-22
THYROX 75 TAB 100 S,145.25,1,"August, 2023",14.53,12,14,130.72,15-Jan-22
NEXITO 5MG TAB 10 SBY,51.18,3,"July, 2023",15.35,12,14.8,138.19,15-Jan-22
FOLVITE TAB 45 SBY,69.14,0.667,"January, 2022",4.61,12,4.44,41.48,15-Jan-22
O-ANXIT 0.5 TAB 15 S,57,1,"May, 2023",5.7,12,5.5,51.3,15-Jan-22
NEUROBION FORTE TAB,34.7,1,"February, 2023",3.47,12,3.34,31.23,15-Jan-22
MIRTAZ- 7.5 MG TAB 10 SBY,90,1,"August, 2023",9,12,8.68,81,15-Jan-22
OLMEZEST-40 TAB 10 SF,195,1,"February, 2024",19.5,12,18.8,175.5,15-Jan-22
CALPOL 500 TAB 15 S,15.04,0.667,"August, 2024",1,12,0.96,9.03,15-Jan-22
DISPOVAN SYRINGE 5ML,7.5,1,"May, 2023",0,0,0,7.5,15-Jan-22
BRUFEN 400MG TAB 15 S,17.47,0.667,"July, 2024",1.17,12,1.12,10.48,15-Jan-22
VOVERAN INJ 1ML,26.8,1,"March, 2023",2.68,12,2.58,24.12,15-Jan-22
CREPE BANDAGE 15CM (6 ),110,1,,0,0,0,110,15-Jan-22
RANTAC Inj. 5X2ML,27.2,0.2,"February, 2022",0.54,12,0.52,4.9,15-Jan-22
GEMCAL XT TAB,310,1,"October, 2023",0,12,33.22,310,15-Jan-22
ZENTOP-SYP 200ML,136,1,"January, 2023",0,12,14.58,136,15-Jan-22
PANTOCID- DSR CAP 15 S,210,0.667,"July, 2023",14,12,13.5,126,15-Jan-22
URILISER SYP 100ML,87.49,1,"April, 2023",8.75,12,8.44,78.74,15-Jan-22
ADIRAB-DSR CAP,92,1,"February, 2022",0,12,9.86,92,15-Jan-22
ALTRADAY CAP 10 SF,120,1,"February, 2023",0,12,12.86,120,15-Jan-22
EVION-400MG CAP 10 S,32.7,1,"September, 2023",0,12,3.5,32.7,15-Jan-22
CALPOL 650 TAB 15 S,30.91,1,"August, 2024",3.09,12,2.98,27.82,15-Jan-22
FOURTS-B TAB 15 S,62,1,"June, 2022",6.2,12,5.98,55.8,15-Jan-22
VILDAMAC 50 TAB,108,1,"July, 2023",10.8,12,10.42,97.2,15-Jan-22
PROVIDAC CAP 14,361.75,1,"June, 2023",36.18,12,34.88,325.57,15-Jan-22
AZITHRAL 500MG TAB 5 S,119.5,1,"January, 2023",11.95,12,11.52,107.55,15-Jan-22
NEPCINAC EYE DROP 5ML,176,1,"March, 2023",17.6,12,16.98,158.4,15-Jan-22
MOXIGRAM EYE DROPS 5ML,154,1,"October, 2023",15.4,12,14.86,138.6,15-Jan-22
SNORAB 20 TAB 10 SA,65,1,"January, 2023",6.5,12,6.26,58.5,15-Jan-22
CINEMAX TAB,119.5,2,"May, 2023",23.9,12,23.04,215.1,15-Jan-22
TECZINE 10MG TAB 15 SB,229,0.667,"June, 2023",15.27,12,14.72,137.4,15-Jan-22
SOFTERON CAP 15 S,45.35,1,"August, 2022",4.54,12,4.38,40.81,15-Jan-22
AMIFRU 40MG TAB 10 S,9.35,1.5,"January, 2024",1.4,12,1.36,12.63,15-Jan-22
TELMA 20 TAB 30 S,122.68,1,"July, 2024",12.27,12,11.82,110.41,15-Jan-22
